Unnamed: 0.1,Unnamed: 0,Doc_ID,Javis_DB_ID,Variation,Template_ID
3018,3018,202362442118311936.XLSX,1020,1020_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '10dbcaf8-3e0a-499b-b356-215c07b21547', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
4036,4036,2023828883346076.XLSX,1186,1186_-1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '115186be-9ab3-41f4-addd-bbd3614a1352', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
3527,3527,20236105112830532.XLS,1105,1105_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '115c05d1-2a5d-4822-87d5-8ad9659ff629', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
3773,3773,2023813101035235243.XLSX,1018,1018_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '115dc05f-db28-4429-9090-905f2bb3b04d', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
2992,2992,2023786948589092.XLS,1105,1105_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '11794734-ff2c-4f1f-9c5f-ace8dd9e7d0b', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
2407,2407,202342495124341905.XLS,1076,1076_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '11b3aae2-52ba-4b53-9ab5-220b53f77c70', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
4948,4948,20236332937420141.XLS,1106,1106_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '11cf098c-e8ae-4de6-9b6e-ef07f2175bf6', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
4524,4524,20235146174793799.XLSX,1147,1147_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '11d126ee-d48d-470b-95ed-f965d7e74f33', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
4125,4125,20238624915553159.XLS,1113,1113_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '11d81e53-cacc-4ecb-9a25-044cf78570dd', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
3609,3609,2023327103032521669.CSV,1018,1018_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '11eccc71-ff85-4f59-8f47-a40fcc7a6aa0', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
4714,4714,202382294641393424.XLS,1113,1113_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '123bd886-3214-4522-a073-ae25e0471e43', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
3002,3002,20238190512498306.XLSX,1020,1020_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '125cb9d5-6a1c-4a5c-8ef3-8e91638381f1', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
4827,4827,20236574727815520.XLS,1148,1148_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '12956921-bfc8-4b34-9775-e0bf4d6bc102', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
2942,2942,202359114552502640.XLS,1010,1010_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '129fb59d-89c3-4b97-9996-ef30e66a601c', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
3919,3919,20236574736726551.XLS,1148,1148_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '12ca637f-78d3-4287-bf5f-aef313cc6017', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
4264,4264,20234162475628103.XLS,1023,1023_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '12f95bdf-88e3-4026-ae64-d77469dd6d93', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
2630,2630,202361763654101751.XLSX,1021,1021_3,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '12fbfb5a-dc0d-4fe3-b875-2a255acaefb5', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
5201,5201,202382635156780756.XLSX,1075,1075_2,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '1303ae09-ea91-4df6-b2dc-d6159435443d', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
3393,3393,20236240113358453.XLSX,1018,1018_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '131f9e37-384a-4d03-9498-3a413cb68293', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
2670,2670,20238261525787209.XLS,1011,1011_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '132f5cc9-b0b8-4723-bfd1-a240f4260335', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
4312,4312,2023425768630766.XLSX,1086,1086_1,"{'errorMessage': 'An error occurred (404) when calling the HeadObject operation: Not Found', 'errorType': 'ClientError', 'requestId': '1376eb36-46a3-45ba-b2d0-5b421db9a6d3', 'stackTrace': ['  File ""/var/task/app.py"", line 10, in lambda_handler\n    lines_df = fetch_wdf_from_s3(ocr_bucket, ocr_path)\n', '  File ""/var/task/utils.py"", line 19, in fetch_wdf_from_s3\n    s3.download_file(bucket, fkey, \'/tmp/wdf.parquet\')\n', '  File ""/var/runtime/boto3/s3/inject.py"", line 171, in download_file\n    return transfer.download_file(\n', '  File ""/var/runtime/boto3/s3/transfer.py"", line 315, in download_file\n    future.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 103, in result\n    return self._coordinator.result()\n', '  File ""/var/runtime/s3transfer/futures.py"", line 266, in result\n    raise self._exception\n', '  File ""/var/runtime/s3transfer/tasks.py"", line 269, in _main\n    self._submit(transfer_future=transfer_future, **kwargs)\n', '  File ""/var/runtime/s3transfer/download.py"", line 354, in _submit\n    response = client.head_object(\n', '  File ""/var/runtime/botocore/client.py"", line 391, in _api_call\n    return self._make_api_call(operation_name, kwargs)\n', '  File ""/var/runtime/botocore/client.py"", line 719, in _make_api_call\n    raise error_class(parsed_response, operation_name)\n']}"
